creative,party,ad_issue,cycle,ad_purpose,ad_tone
PRES/OBAMA NEED EDUCATION,democrat,jobs,2008,policy,promote
PRES/OBAMA&DNC NO HAY MAYOR O,democrat,jobs,2008,policy,promote
PRES/OBAMA A STRONGER ECONOMY,democrat,jobs,2008,policy,contrast
PRES/OBAMA SAME PATH 120,democrat,jobs,2008,both,contrast
PRES/OBAMA SPENDING SPREE,democrat,jobs,2008,policy,promote
PRES/MCCAIN WEEK,republican,jobs,2008,both,contrast
PRES/OBAMA FLORIDIANS HURTING,democrat,jobs,2008,policy,promote
PRES/UAWVCAP JOEL BLATCHFORD,democrat,jobs,2008,policy,promote
PRES/OBAMA THE SUBJECT,democrat,jobs,2008,both,promote
PRES/OBAMA BARNEY SMITH,democrat,jobs,2008,policy,attack
PRES/OBAMA LOSE,democrat,jobs,2008,both,attack
PRES/OBAMA MILLS,democrat,jobs,2008,policy,promote
PRES/OBAMA WORRIED ABOUT,democrat,jobs,2008,personal,contrast
PRES/OBAMA WE CAN GENERAL,democrat,jobs,2008,policy,contrast
PRES/MCCAIN&RNC RIESGO SP,republican,jobs,2008,policy,promote
PRES/OBAMA MICHIGAN HURTING,democrat,jobs,2008,policy,contrast
PRES/OBAMA WHAT I BELIEVE,democrat,jobs,2008,both,attack
PRES/OCDB WRONG FOR MI,republican,jobs,2008,policy,promote
PRES/OBAMA&DNC AMERICAN PEOPL,democrat,jobs,2008,both,contrast
PRES/OBAMA AMERICAN DREAM,democrat,jobs,2008,policy,contrast
PRES/OBAMA DEFINING MOMENT 12,democrat,jobs,2008,policy,contrast
PRES/OBAMA PENNSYLVANIA HURTI,democrat,jobs,2008,policy,contrast
PRES/LETFREEDOMRING DICK PATT,republican,jobs,2008,policy,attack
PRES/LETFREEDOMRING MIDDLE CL,republican,jobs,2008,policy,promote
PRES/LETFREEDOMRING ROBERT CA,republican,jobs,2008,policy,promote
PRES/SEIU MEGHAN COFIELD,democrat,jobs,2008,policy,promote
PRES/OBAMA LOOK BEHIND,democrat,jobs,2008,policy,promote
PRES/RNC VIRGINIA,republican,jobs,2008,policy,promote
PRES/MCCAIN YOUR CHOICE,republican,jobs,2008,policy,attack
PRES/TRUTHHOPE KEITH HOWELL 6,democrat,jobs,2008,policy,contrast
PRES/EDWARDS STRENGTH OF AMER,democrat,poverty,2008,unclear,contrast
PRES/EDWARDS BORN,democrat,poverty,2008,personal,contrast
PRES/EDWARDS SEASON,democrat,poverty,2008,both,contrast
PRES/EDWARDS UNDERDOGS 60,democrat,poverty,2008,policy,contrast
PRES/PAUL OUR NATION IS IN TR,republican,poverty,2008,both,contrast
PRES/OBAMA MINUTE IN 120,democrat,poverty,2008,policy,contrast
PRES/OBAMA TRAVEL,democrat,poverty,2008,personal,contrast
PRES/PTSP FOOTBALL,republican,trade,2008,policy,contrast
PRES/PTSP SUBMARINE,republican,trade,2008,policy,contrast
PRES/ROMNEY UNPLUGGED 60,republican,trade,2008,policy,contrast
PRES/ROMNEY UNPLUGGED IOWA 60,republican,trade,2008,policy,contrast
PRES/THOMPSON CONSISTENT CONS,republican,trade,2008,personal,contrast
PRES/PAUL NAFTA,republican,trade,2008,policy,contrast
PRES/ROMNEY IT'S PERSONAL TO,republican,trade,2008,policy,contrast
PRES/ROMNEY ASIAN TIGER,republican,trade,2008,policy,contrast
PRES/PAUL OUR NATION IS IN TR,republican,trade,2008,both,contrast
PRES/OBAMA STRUGGLING MO,democrat,trade,2008,policy,contrast
PRES/OBAMA PRESIDENT MA,democrat,trade,2008,policy,contrast
PRES/OBAMA STRUGGLING VA,democrat,trade,2008,policy,contrast
PRES/OBAMA PRESIDENT TN,democrat,trade,2008,both,contrast
PRES/OBAMA STRUGGLING WI,democrat,trade,2008,policy,contrast
PRES/OBAMA STRUGGLING OH,democrat,trade,2008,policy,contrast
PRES/CLINTON GLENN,democrat,trade,2008,policy,contrast
PRES/CLINTON LEVEL,democrat,trade,2008,both,contrast
PRES/OBAMA STEVEN SCHUYLER,democrat,trade,2008,policy,contrast
PRES/OBAMA STEVEN SCHUYLER RE,democrat,trade,2008,policy,attack
PRES/AMLEAD BLUEPRINT,democrat,trade,2008,both,contrast
PRES/OBAMA FOR DECADES IN,democrat,trade,2008,both,contrast
PRES/CLINTON STEEL,democrat,trade,2008,unclear,contrast
PRES/CLINTON JOBS,democrat,trade,2008,policy,contrast
PRES/OBAMA IN AMERICA,democrat,trade,2008,policy,contrast
PRES/OBAMA PRESIDENT KY,democrat,trade,2008,both,contrast
PRES/OBAMA NEXT DOOR SD,democrat,trade,2008,policy,contrast
PRES/OBAMA NEXT DOOR MT,democrat,trade,2008,policy,contrast
PRES/OBAMA PUNCH,democrat,trade,2008,policy,promote
PRES/OBAMA THREE BEDROOM RANC,democrat,trade,2008,policy,contrast
PRES/DNC MORE,democrat,trade,2008,policy,promote
PRES/OBAMA BUSH ECONOMICS,democrat,trade,2008,policy,promote
PRES/OBAMA SHAKY ECONOMY,democrat,trade,2008,policy,promote
PRES/OBAMA SOLD US OUT,democrat,trade,2008,policy,promote
PRES/MCCAIN&RNC OVERSEAS,republican,trade,2008,policy,promote
PRES/UAWVCAP JOEL BLATCHFORD,democrat,trade,2008,policy,promote
PRES/OBAMA BARNEY SMITH,democrat,trade,2008,policy,attack
PRES/OBAMA MILLS,democrat,trade,2008,policy,promote
PRES/DENVERGRP JUDGMENT,republican,trade,2008,both,promote
PRES/LFR FRIEND OF LATINOS SP,republican,trade,2008,both,promote
PRES/SEIU MEGHAN COFIELD,democrat,trade,2008,policy,promote
PRES/CLINTON TRAPDOOR,democrat,housing,2008,both,contrast
PRES/CLINTON STAKES,democrat,housing,2008,policy,contrast
PRES/CLINTON PRESIDENT,democrat,housing,2008,policy,contrast
PRES/HUCKABEE UNDERSTANDING,republican,housing,2008,policy,contrast
PRES/CLINTON VOICE,democrat,housing,2008,policy,contrast
PRES/GIULIANI JUMPSTART,republican,housing,2008,policy,contrast
PRES/CLINTON FALLING THROUGH,democrat,housing,2008,both,attack
PRES/CLINTON FALLING THROUGH,democrat,housing,2008,policy,contrast
PRES/CLINTON FALLING THROUGH,democrat,housing,2008,both,contrast
PRES/CLINTON WARNED,democrat,housing,2008,both,contrast
PRES/OBAMA ECONOMIC PLAN,democrat,housing,2008,policy,contrast
PRES/PAUL OUR NATION IS IN TR,republican,housing,2008,both,contrast
PRES/OBAMA ECONOMIC PLAN CT,democrat,housing,2008,policy,contrast
PRES/OBAMA ECONOMIC PLAN NM,democrat,housing,2008,policy,contrast
PRES/CLINTON FREE FALL,democrat,housing,2008,policy,contrast
PRES/CLINTON DEBATE,democrat,housing,2008,policy,attack
PRES/OBAMA DEBATE,democrat,housing,2008,policy,attack
PRES/OBAMA FAMILY SP,democrat,housing,2008,both,contrast
PRES/CLINTON VOICE REV,democrat,housing,2008,both,contrast
PRES/OBAMA ECONOMIC PLAN RI,democrat,housing,2008,policy,contrast
PRES/CLINTON CHILDREN REV,democrat,housing,2008,policy,attack
PRES/OBAMA FAMILY SP PA,democrat,housing,2008,unclear,contrast
PRES/MCCAIN READY,republican,housing,2008,policy,attack
PRES/OBAMA OPPORTUNITY 60 IN,democrat,housing,2008,both,contrast
PRES/CLINTON HARD TIMES,democrat,housing,2008,policy,contrast
PRES/MCCAIN IGNITE,republican,housing,2008,policy,contrast
PRES/CLINTON COME BACK,democrat,housing,2008,policy,contrast
PRES/CLINTON TROUBLE,democrat,housing,2008,policy,attack
PRES/CLINTON COME BACK REV,democrat,housing,2008,policy,contrast
PRES/OBAMA MINUTE NC 120,democrat,housing,2008,both,contrast
PRES/OBAMA TRAVEL NC,democrat,housing,2008,both,contrast
PRES/OBAMA SEVEN,democrat,housing,2008,personal,attack
PRES/MCCAIN HOUSING PROBLEM,republican,housing,2008,personal,attack
PRES/OBAMA AYERS RESPONSE,democrat,housing,2008,policy,attack
PRES/OBAMA DON'T KNOW MUCH,democrat,housing,2008,both,promote
PRES/DNC MORE,democrat,housing,2008,policy,promote
PRES/OBAMA SHAKY ECONOMY,democrat,housing,2008,policy,promote
PRES/OBAMA REAL CHANGE 120,democrat,housing,2008,policy,contrast
PRES/MCCAIN ADVICE,republican,housing,2008,both,promote
PRES/OBAMA&DNC NO HAY MAYOR O,democrat,housing,2008,policy,promote
PRES/RIGHTCHANGE FIGHTING,republican,housing,2008,policy,contrast
PRES/RIGHTCHANGE FOUGHT REFOR,republican,housing,2008,policy,promote
PRES/UAWVCAP JOEL BLATCHFORD,democrat,housing,2008,policy,promote
PRES/MCCAIN&RNC AMBITION,republican,housing,2008,both,promote
PRES/RNC CHAIR,republican,housing,2008,personal,promote
PRES/OBAMA MICHIGAN HURTING,democrat,housing,2008,policy,contrast
PRES/DENVERGRP GOOD IDEA,republican,housing,2008,both,promote
PRES/DENVERGRP JUDGMENT,republican,housing,2008,both,promote
STREP/TX CHAVEZ VOTE DEMOCRAT,democrat,housing,2008,policy,contrast
PRES/LETFREEDOMRING PART OF T,republican,housing,2008,policy,attack
ISSUE/EPCDP ECONOMY IS SUFFER,democrat,housing,2008,personal,contrast
PRES/OBAMA AMERICAN DREAM,democrat,housing,2008,policy,contrast
PRES/MCCAIN SPECIAL,republican,housing,2008,policy,promote
PRES/LETFREEDOMRING THANK YOU,republican,housing,2008,both,contrast
PRES/ROMNEY THANKS IOWA,republican,otherec,2008,policy,contrast
PRES/CLINTON MACHINE,democrat,otherec,2008,policy,contrast
PRES/EDWARDS BORN,democrat,otherec,2008,personal,contrast
PRES/ROMNEY HISTORIC CHOICE,republican,otherec,2008,both,contrast
PRES/IALIBERTY WISH LIST,republican,otherec,2008,policy,contrast
PRES/CLINTON THANK YOU,democrat,otherec,2008,policy,contrast
PRES/EDWARDS YOUR TIME IS NOW,democrat,otherec,2008,personal,contrast
PRES/EDWARDS UNDERDOGS 60,democrat,otherec,2008,policy,contrast
PRES/EDWARDS MILL,democrat,otherec,2008,personal,contrast
PRES/HUCKABEE UNDERSTANDING,republican,otherec,2008,policy,contrast
PRES/GIULIANI FIRST DAY,republican,otherec,2008,policy,contrast
PRES/GIULIANI SUPER BOWL,republican,otherec,2008,both,contrast
PRES/OBAMA TAX PLAN REV,democrat,otherec,2008,policy,contrast
PRES/ROMNEY PRIDE OF AMERICA,republican,otherec,2008,both,contrast
PRES/PAUL WE HAVE THE ANSWER,republican,otherec,2008,policy,contrast
PRES/OBAMA DAKOTA,democrat,otherec,2008,both,contrast
PRES/PAUL OUR NATION IS IN TR,republican,otherec,2008,both,contrast
PRES/ROMNEY ECONOMIA SP,republican,otherec,2008,both,contrast
PRES/CLINTON NUESTRA AMIGA SP,democrat,otherec,2008,both,contrast
PRES/CLINTON NUESTRA AMIGA SP,democrat,otherec,2008,unclear,contrast
PRES/OBAMA ECONOMIC PLAN CT,democrat,otherec,2008,policy,contrast
PRES/OBAMA ECONOMIC PLAN NM,democrat,otherec,2008,policy,contrast
PRES/OBAMA PRESIDENT MN,democrat,otherec,2008,policy,contrast
PRES/CLINTON CAN DO,democrat,otherec,2008,both,contrast
PRES/CLINTON FREE FALL,democrat,otherec,2008,policy,contrast
PRES/OBAMA SEBELIUS,democrat,otherec,2008,both,contrast
PRES/CLINTON HARTFORD COURANT,democrat,otherec,2008,personal,contrast
PRES/OBAMA TAX PLAN VA,democrat,otherec,2008,policy,contrast
PRES/CLINTON FALLING THROUGH,democrat,otherec,2008,both,attack
PRES/CLINTON FALLING THROUGH,democrat,otherec,2008,policy,contrast
PRES/CLINTON FALLING THROUGH,democrat,otherec,2008,both,contrast
PRES/CLINTON KERREY,democrat,otherec,2008,both,contrast
PRES/OBAMA STRUGGLING WI,democrat,otherec,2008,policy,contrast
PRES/ALCPAC CHOICE IS CLEAR O,republican,otherec,2008,both,contrast
PRES/OBAMA CHOICES RI,democrat,otherec,2008,personal,contrast
PRES/CLINTON VOICE REV,democrat,otherec,2008,both,contrast
PRES/OBAMA FOREIGN OIL VT,democrat,otherec,2008,policy,contrast
PRES/OBAMA TAX PLAN TX,democrat,otherec,2008,policy,contrast
PRES/CLINTON LEVEL REV,democrat,otherec,2008,both,contrast
PRES/SEIU WHAT WE NEED,democrat,otherec,2008,unclear,contrast
PRES/OBAMA FOREIGN OIL OH,democrat,otherec,2008,policy,contrast
PRES/OBAMA PRESIDENT PA,democrat,otherec,2008,both,contrast
PRES/CLINTON WORKING PEOPLE,democrat,otherec,2008,both,contrast
PRES/SEIU FILL UP OBAMA,democrat,otherec,2008,policy,contrast
PRES/OBAMA ATTACKING,democrat,otherec,2008,policy,attack
PRES/OBAMA TAX PLAN IN,democrat,otherec,2008,policy,contrast
PRES/OBAMA TRAVEL NC,democrat,otherec,2008,both,contrast
PRES/MCCAIN LEADING,republican,otherec,2008,both,attack
PRES/CLINTON PARTNER KY,democrat,otherec,2008,both,contrast
PRES/CLINTON 17 MILLION,democrat,otherec,2008,both,contrast
PRES/MCCAIN GLOBAL,republican,otherec,2008,policy,contrast
PRES/OBAMA OLD POLITICS GENER,democrat,otherec,2008,both,attack
PRES/OBAMA OUT OF TOUCH,democrat,otherec,2008,personal,promote
PRES/OBAMA DON'T KNOW MUCH,democrat,otherec,2008,both,promote
PRES/OBAMA REVITALIZE,democrat,otherec,2008,policy,attack
PRES/OBAMA SAME,democrat,otherec,2008,policy,promote
PRES/OBAMA ENSURE OPPORTUNITY,democrat,otherec,2008,policy,contrast
PRES/OBAMA SOCIAL SECURITY,democrat,otherec,2008,policy,promote
PRES/OBAMA REAL CHANGE 120,democrat,otherec,2008,policy,contrast
PRES/OBAMA FOREIGN VEHICLES M,democrat,otherec,2008,personal,promote
PRES/OBAMA&DNC NO HAY MAYOR O,democrat,otherec,2008,policy,promote
PRES/MOVEON MY FRIEND'S MESS,democrat,otherec,2008,both,promote
PRES/RIGHTCHANGE FINE PRINT,republican,otherec,2008,policy,promote
PRES/RNC WORSE,republican,otherec,2008,policy,promote
PRES/OBAMA RISK,democrat,otherec,2008,policy,promote
PRES/MCCAIN WEEK,republican,otherec,2008,both,contrast
PRES/RIGHTCHANGE FIGHTING,republican,otherec,2008,policy,contrast
PRES/RIGHTCHANGE FOUGHT REFOR,republican,otherec,2008,policy,promote
PRES/AFSCME FIXED INCOME,democrat,otherec,2008,policy,promote
PRES/RNC CHAIR,republican,otherec,2008,personal,promote
PRES/OBAMA LOOKING OUT FOR,democrat,otherec,2008,policy,promote
PRES/DENVERGRP GOOD IDEA,republican,otherec,2008,both,promote
PRES/LETFREEDOMRING PART OF T,republican,otherec,2008,policy,attack
PRES/MCCAIN JOE THE PLUMBER,republican,otherec,2008,personal,promote
PRES/OBAMA AMERICAN DREAM,democrat,otherec,2008,policy,contrast
PRES/BOHB WRECKING BALL,democrat,otherec,2008,policy,promote
PRES/RNC JOE THE PLUMBER,republican,otherec,2008,personal,promote
PRES/LETFREEDOMRING ROBERT CA,republican,otherec,2008,policy,promote
PRES/RNC YOUR CHOICE,republican,otherec,2008,policy,attack
PRES/RNC SERVED,republican,otherec,2008,both,contrast
PRES/TRUTHHOPE CONSERVATIVE A,democrat,otherec,2008,unclear,contrast
PRES/LETFREEDOMRING THANK YOU,republican,otherec,2008,both,contrast
PRES/ROMNEY TESTED PROVEN,republican,socpolicy,2008,policy,contrast
PRES/OBAMA CHOICES,democrat,socpolicy,2008,personal,contrast
PRES/OBAMA CHOICES REVISED,democrat,socpolicy,2008,personal,contrast
PRES/ROMNEY OCEAN 60,republican,socpolicy,2008,policy,contrast
PRES/ROMNEY OCEAN,republican,socpolicy,2008,policy,contrast
PRES/PAUL IOWA,republican,socpolicy,2008,policy,contrast
PRES/PAUL IOWA 2,republican,socpolicy,2008,both,contrast
PRES/ROMNEY THANKS IOWA,republican,socpolicy,2008,policy,contrast
PRES/ROMNEY STRENGTH 60,republican,socpolicy,2008,both,contrast
PRES/ROMNEY OUR HOME,republican,socpolicy,2008,personal,contrast
PRES/THOMPSON CONSISTENT CONS,republican,socpolicy,2008,personal,contrast
PRES/PAUL PRIVACY RIGHTS,republican,socpolicy,2008,policy,contrast
PRES/PAUL SERVICE TO OTHERS,republican,socpolicy,2008,personal,contrast
PRES/PAUL SERVICE TO OTHERS R,republican,socpolicy,2008,both,contrast
PRES/ROMNEY AMERICAN FAMILY,republican,socpolicy,2008,policy,contrast
PRES/OBAMA HOPE AND CHANGE,democrat,socpolicy,2008,personal,contrast
PRES/HUCKABEE BELIEVE,republican,socpolicy,2008,both,contrast
PRES/HUCKABEE BELIEVE REV,republican,socpolicy,2008,both,contrast
PRES/ROMNEY HISTORIC CHOICE,republican,socpolicy,2008,both,contrast
PRES/THOMPSON SERVICE,republican,socpolicy,2008,both,contrast
PRES/ROMNEY POLITICALLY CORRE,republican,socpolicy,2008,policy,contrast
PRES/IALIBERTY I SUPPORT PAUL,republican,socpolicy,2008,policy,contrast
PRES/ROMNEY CHOICE JUDGMENT,republican,socpolicy,2008,policy,attack
PRES/IALIBERTY WISH LIST,republican,socpolicy,2008,policy,contrast
PRES/ROMNEY STRONG VALUES,republican,socpolicy,2008,both,contrast
PRES/PAUL DEFENDER OF FREEDOM,republican,socpolicy,2008,both,contrast
PRES/THOMPSON SUBSTANCE,republican,socpolicy,2008,both,contrast
PRES/HUCKABEE DISHONEST,republican,socpolicy,2008,both,promote
PRES/HUCKABEE OUR VALUES,republican,socpolicy,2008,policy,contrast
PRES/ROMNEY EVERYWHERE,republican,socpolicy,2008,both,contrast
PRES/OBAMA NEVER FORGOT,democrat,socpolicy,2008,personal,contrast
PRES/THOMPSON SUBSTANCE REV,republican,socpolicy,2008,policy,contrast
PRES/THOMPSON ALWAYS,republican,socpolicy,2008,policy,contrast
PRES/ROMNEY WINNING COMBINATI,republican,socpolicy,2008,both,contrast
PRES/CLINTON NUESTRA AMIGA SP,democrat,socpolicy,2008,both,contrast
PRES/CLINTON NUESTRA AMIGA SP,democrat,socpolicy,2008,unclear,contrast
PRES/ALCPAC WE THE PEOPLE,republican,socpolicy,2008,policy,contrast
PRES/ALCPAC PAUL REAL CHANGES,republican,socpolicy,2008,policy,contrast
PRES/OBAMA EDUCATION TX,democrat,socpolicy,2008,both,contrast
PRES/ALCPAC CHOICE IS CLEAR O,republican,socpolicy,2008,both,contrast
PRES/ALCPAC WHO IS PAUL,republican,socpolicy,2008,policy,contrast
PRES/OBAMA CHOICES RI,democrat,socpolicy,2008,personal,contrast
PRES/OBAMA LEADER OH 120,democrat,socpolicy,2008,both,contrast
PRES/OBAMA EDUCATION PLAN PA,democrat,socpolicy,2008,policy,contrast
PRES/OBAMA FAITH FAMILY,democrat,socpolicy,2008,personal,contrast
PRES/OBAMA STRAIGHT,democrat,socpolicy,2008,personal,contrast
PRES/OBAMA THE COUNTRY I LOVE,democrat,socpolicy,2008,personal,contrast
PRES/LETFREEDOMRING BOTH WAYS,republican,socpolicy,2008,both,promote
PRES/MCCAIN BROKEN,republican,socpolicy,2008,both,contrast
PRES/MATT25 FAMILIES,democrat,socpolicy,2008,personal,contrast
PRES/OBAMA SCRANTON REV,democrat,socpolicy,2008,personal,contrast
PRES/BORNALIVETRUTH GIANNA,republican,socpolicy,2008,policy,promote
PRES/OBAMA PROTECT INFANTS,democrat,socpolicy,2008,policy,promote
PRES/OBAMA NEED EDUCATION,democrat,socpolicy,2008,policy,promote
PRES/CFTIP PROTECT INFANTS,republican,socpolicy,2008,policy,promote
PRES/OBAMA OUTRAGEOUS,democrat,socpolicy,2008,policy,attack
PRES/DENVERGRP USED CAR,republican,socpolicy,2008,both,promote
PRES/OBAMA LOOKING OUT FOR,democrat,socpolicy,2008,policy,promote
PRES/LETFREEDOMRING PUNISHED,republican,socpolicy,2008,policy,promote
PRES/MCCAIN&RNC VOTER ALERT S,republican,socpolicy,2008,policy,promote
PRES/NRA ANDY VAQUERA SP,republican,socpolicy,2008,policy,promote
PRES/WINMSG MUG SHOT,democrat,socpolicy,2008,policy,promote
PRES/CMW MCCAIN GAMBLE,democrat,socpolicy,2008,personal,promote
PRES/LETFREEDOMRING PUZZLE 60,republican,socpolicy,2008,personal,promote
ISSUE/NPLA OBAMA UDALL ABORTI,republican,socpolicy,2008,policy,promote
ISSUE/NPLA OBAMA HAGAN ABORTI,republican,socpolicy,2008,policy,promote
PRES/NRA INTRUDER SP,republican,socpolicy,2008,policy,promote
PRES/COMSENSE BABY HUMAN RIGH,republican,socpolicy,2008,policy,promote
PRES/FRCAP DRAW THE LINE,republican,socpolicy,2008,policy,promote
PRES/MORTL JILL STANEK 60,republican,socpolicy,2008,policy,promote
PRES/TRUTHHOPE CONSERVATIVE A,democrat,socpolicy,2008,unclear,contrast
PRES/TRUTHHOPE GUN LOVER 60,democrat,socpolicy,2008,policy,contrast
PRES/ROMNEY TESTED PROVEN,republican,abortion,2008,policy,contrast
PRES/PAUL IOWA 2,republican,abortion,2008,both,contrast
PRES/THOMPSON CONSISTENT CONS,republican,abortion,2008,personal,contrast
PRES/ROMNEY AMERICAN FAMILY,republican,abortion,2008,policy,contrast
PRES/HUCKABEE BELIEVE,republican,abortion,2008,both,contrast
PRES/HUCKABEE BELIEVE REV,republican,abortion,2008,both,contrast
PRES/THOMPSON SERVICE,republican,abortion,2008,both,contrast
PRES/ROMNEY POLITICALLY CORRE,republican,abortion,2008,policy,contrast
PRES/ROMNEY CHOICE JUDGMENT,republican,abortion,2008,policy,attack
PRES/ROMNEY STRONG VALUES,republican,abortion,2008,both,contrast
PRES/PAUL DEFENDER OF FREEDOM,republican,abortion,2008,both,contrast
PRES/THOMPSON SUBSTANCE,republican,abortion,2008,both,contrast
PRES/HUCKABEE DISHONEST,republican,abortion,2008,both,promote
PRES/HUCKABEE OUR VALUES,republican,abortion,2008,policy,contrast
PRES/ROMNEY EVERYWHERE,republican,abortion,2008,both,contrast
PRES/THOMPSON SUBSTANCE REV,republican,abortion,2008,policy,contrast
PRES/THOMPSON ALWAYS,republican,abortion,2008,policy,contrast
PRES/ROMNEY WINNING COMBINATI,republican,abortion,2008,both,contrast
PRES/BORNALIVETRUTH GIANNA,republican,abortion,2008,policy,promote
PRES/OBAMA PROTECT INFANTS,democrat,abortion,2008,policy,promote
PRES/CFTIP PROTECT INFANTS,republican,abortion,2008,policy,promote
PRES/OBAMA OUTRAGEOUS,democrat,abortion,2008,policy,attack
PRES/OBAMA LOOKING OUT FOR,democrat,abortion,2008,policy,promote
PRES/LETFREEDOMRING PUNISHED,republican,abortion,2008,policy,promote
PRES/MCCAIN&RNC VOTER ALERT S,republican,abortion,2008,policy,promote
PRES/WINMSG MUG SHOT,democrat,abortion,2008,policy,promote
ISSUE/NPLA OBAMA UDALL ABORTI,republican,abortion,2008,policy,promote
ISSUE/NPLA OBAMA HAGAN ABORTI,republican,abortion,2008,policy,promote
PRES/COMSENSE BABY HUMAN RIGH,republican,abortion,2008,policy,promote
PRES/FRCAP DRAW THE LINE,republican,abortion,2008,policy,promote
PRES/MORTL JILL STANEK 60,republican,abortion,2008,policy,promote
PRES/ROMNEY TESTED PROVEN,republican,gays,2008,policy,contrast
PRES/ROMNEY POLITICALLY CORRE,republican,gays,2008,policy,contrast
PRES/ROMNEY STRONG VALUES,republican,gays,2008,both,contrast
PRES/OBAMA PENNIES,democrat,gays,2008,policy,attack
PRES/ROMNEY OCEAN 60,republican,moral,2008,policy,contrast
PRES/ROMNEY OCEAN,republican,moral,2008,policy,contrast
PRES/PAUL IOWA 2,republican,moral,2008,both,contrast
PRES/ROMNEY THANKS IOWA,republican,moral,2008,policy,contrast
PRES/ROMNEY STRENGTH 60,republican,moral,2008,both,contrast
PRES/ROMNEY NOT FAIR,republican,moral,2008,policy,contrast
PRES/ROMNEY OUR HOME,republican,moral,2008,personal,contrast
PRES/ROMNEY AMERICAN FAMILY,republican,moral,2008,policy,contrast
PRES/HUCKABEE BELIEVE,republican,moral,2008,both,contrast
PRES/HUCKABEE BELIEVE REV,republican,moral,2008,both,contrast
PRES/ROMNEY HISTORIC CHOICE,republican,moral,2008,both,contrast
PRES/ROMNEY POLITICALLY CORRE,republican,moral,2008,policy,contrast
PRES/ROMNEY STRONG VALUES,republican,moral,2008,both,contrast
PRES/HUCKABEE OUR VALUES,republican,moral,2008,policy,contrast
PRES/ROMNEY EVERYWHERE,republican,moral,2008,both,contrast
PRES/THOMPSON ALWAYS,republican,moral,2008,policy,contrast
PRES/CLINTON NUESTRA AMIGA SP,democrat,moral,2008,both,contrast
PRES/CLINTON NUESTRA AMIGA SP,democrat,moral,2008,unclear,contrast
PRES/OBAMA EDUCATION TX,democrat,moral,2008,both,contrast
PRES/OBAMA OPPORTUNITY 60 IN,democrat,moral,2008,both,contrast
